a_x,a_y,a_z,w_x,w_y,w_z,q_w_int,q_x_int,q_y_int,q_z_int,a_x_fp,a_y_fp,a_z_fp,w_x_fp,w_y_fp,w_z_fp,q_w,q_x,q_y,q_z,psi,theta,phi
-200,195,518,0,404,448,14661,5655,95,4311,-0.01220703125,0.01190185546875,0.0316162109375,0.0,0.024658203125,0.02734375,0.89483642578125,0.34515380859375,0.00579833984375,0.26312255859375,29.175549230656006,-9.86099169517702,39.58401210308167
-186,201,486,-159,476,407,14655,5627,121,4361,-0.0113525390625,0.01226806640625,0.0296630859375,-0.00970458984375,0.029052734375,0.02484130859375,0.89447021484375,0.34344482421875,0.00738525390625,0.26617431640625,29.60036642624434,-9.76576087209389,39.3945919972483
-175,191,471,-259,535,399,14653,5589,149,4412,-0.01068115234375,0.01165771484375,0.02874755859375,-0.01580810546875,0.03265380859375,0.02435302734375,0.89434814453125,0.34112548828125,0.00909423828125,0.269287109375,30.04119904979883,-9.639854823544432,39.1339619048117
-165,174,460,-338,589,407,14653,5543,180,4466,-0.01007080078125,0.0106201171875,0.028076171875,-0.0206298828125,0.03594970703125,0.02484130859375,0.89434814453125,0.33831787109375,0.010986328125,0.2725830078125,30.513457757492755,-9.484930885203017,38.81918903501976
-161,149,452,-397,635,422,14654,5490,212,4522,-0.00982666015625,0.00909423828125,0.027587890625,-0.02423095703125,0.03875732421875,0.0257568359375,0.8944091796875,0.3350830078125,0.012939453125,0.2760009765625,31.006301798855127,-9.312559668526013,38.45741538085536
-161,126,445,-443,668,440,14655,5432,245,4581,-0.00982666015625,0.0076904296875,0.02716064453125,-0.02703857421875,0.040771484375,0.02685546875,0.89447021484375,0.33154296875,0.01495361328125,0.27960205078125,31.525226792221773,-9.128491800558274,38.06291734268996
-169,88,442,-497,691,463,14656,5368,278,4642,-0.01031494140625,0.00537109375,0.0269775390625,-0.03033447265625,0.04217529296875,0.02825927734375,0.89453125,0.32763671875,0.0169677734375,0.2833251953125,32.06255318450609,-8.934141593218277,37.628913655093385
-182,56,452,-522,684,471,14658,5302,310,4704,-0.0111083984375,0.00341796875,0.027587890625,-0.0318603515625,0.041748046875,0.02874755859375,0.8946533203125,0.3236083984375,0.0189208984375,0.287109375,32.60326735711601,-8.740918145870454,37.17898408308783
-195,33,456,-545,653,474,14660,5234,338,4765,-0.01190185546875,0.00201416015625,0.02783203125,-0.03326416015625,0.03985595703125,0.0289306640625,0.894775390625,0.3194580078125,0.0206298828125,0.29083251953125,33.129973427058125,-8.563146615134098,36.71217995508968
-189,10,456,-561,604,471,14662,5167,361,4825,-0.01153564453125,0.0006103515625,0.02783203125,-0.03424072265625,0.036865234375,0.02874755859375,0.8948974609375,0.31536865234375,0.02203369140625,0.29449462890625,33.637588893344784,-8.413317160119314,36.245825941303586
-175,-13,458,-561,538,456,14664,5101,379,4881,-0.01068115234375,-0.00079345703125,0.0279541015625,-0.03424072265625,0.0328369140625,0.02783203125,0.89501953125,0.31134033203125,0.02313232421875,0.29791259765625,34.107008851676966,-8.284971708418958,35.78276141933477
-175,-25,454,-545,481,438,14666,5038,393,4934,-0.01068115234375,-0.00152587890625,0.0277099609375,-0.03326416015625,0.02935791015625,0.0267333984375,0.8951416015625,0.3074951171875,0.02398681640625,0.3011474609375,34.54484160665091,-8.178618012889181,35.3362177056431
-192,-20,454,-530,415,417,14668,4978,402,4983,-0.01171875,-0.001220703125,0.0277099609375,-0.0323486328125,0.02532958984375,0.02545166015625,0.895263671875,0.3038330078125,0.0245361328125,0.30413818359375,34.94304790579955,-8.098876659323397,34.90502814640295
-195,-24,444,-517,338,402,14670,4921,406,5028,-0.01190185546875,-0.00146484375,0.027099609375,-0.03155517578125,0.0206298828125,0.0245361328125,0.8953857421875,0.30035400390625,0.0247802734375,0.306884765625,35.30203779039519,-8.046245057622496,34.48875237358829
-220,-15,444,-509,220,389,14672,4868,400,5068,-0.013427734375,-0.00091552734375,0.027099609375,-0.03106689453125,0.013427734375,0.02374267578125,0.8955078125,0.297119140625,0.0244140625,0.309326171875,35.60543547321747,-8.052908675159495,34.084936085621344
-189,-32,435,-494,148,376,14674,4818,388,5105,-0.01153564453125,-0.001953125,0.02655029296875,-0.0301513671875,0.009033203125,0.02294921875,0.8956298828125,0.2940673828125,0.023681640625,0.31158447265625,35.87530802903783,-8.096091198972221,33.692078840065584
-206,-16,438,-471,84,356,14676,4772,372,5138,-0.0125732421875,-0.0009765625,0.0267333984375,-0.02874755859375,0.005126953125,0.021728515625,0.895751953125,0.291259765625,0.022705078125,0.3135986328125,36.108011100544836,-8.16365742840322,33.321445223502124
-180,-28,428,-451,18,338,14678,4730,352,5168,-0.010986328125,-0.001708984375,0.026123046875,-0.02752685546875,0.0010986328125,0.0206298828125,0.8958740234375,0.2886962890625,0.021484375,0.3154296875,36.310270903714894,-8.258079407094758,32.971821003697016
-172,-16,420,-412,-49,305,14680,4693,328,5193,-0.010498046875,-0.0009765625,0.025634765625,-0.025146484375,-0.00299072265625,0.01861572265625,0.89599609375,0.28643798828125,0.02001953125,0.31695556640625,36.468133219764646,-8.377897002528835,32.65186219250844
-157,-14,418,-379,-79,282,14681,4660,303,5215,-0.00958251953125,-0.0008544921875,0.0255126953125,-0.02313232421875,-0.00482177734375,0.0172119140625,0.89605712890625,0.284423828125,0.01849365234375,0.31829833984375,36.60303080294137,-8.506437206050014,32.36055515340189
-177,5,428,-338,-102,261,14682,4631,278,5235,-0.01080322265625,0.00030517578125,0.026123046875,-0.0206298828125,-0.0062255859375,0.01593017578125,0.8961181640625,0.28265380859375,0.0169677734375,0.31951904296875,36.72116294371247,-8.639461018455208,32.09711678739306
-183,7,430,-312,-138,251,14682,4606,251,5253,-0.01116943359375,0.00042724609375,0.0262451171875,-0.01904296875,-0.0084228515625,0.01531982421875,0.8961181640625,0.2811279296875,0.01531982421875,0.32061767578125,36.82108233070242,-8.789945835680541,31.859293130482484
-184,23,432,-276,-177,236,14682,4585,222,5268,-0.01123046875,0.00140380859375,0.0263671875,-0.016845703125,-0.01080322265625,0.014404296875,0.8961181640625,0.27984619140625,0.0135498046875,0.321533203125,36.89423476280561,-8.955959607833673,31.646561960172843
-166,28,431,-246,-197,225,14681,4567,193,5282,-0.0101318359375,0.001708984375,0.02630615234375,-0.0150146484375,-0.01202392578125,0.01373291015625,0.89605712890625,0.27874755859375,0.01177978515625,0.3223876953125,36.960137203918244,-9.126738141837416,31.455905479178004
-157,36,436,-205,-212,218,14679,4553,164,5295,-0.00958251953125,0.002197265625,0.026611328125,-0.01251220703125,-0.012939453125,0.0133056640625,0.89593505859375,0.27789306640625,0.010009765625,0.32318115234375,37.01756431972681,-9.304620467097259,31.293909016585204
-176,46,451,-169,-243,212,14677,4543,134,5306,-0.0107421875,0.0028076171875,0.02752685546875,-0.01031494140625,-0.01483154296875,0.012939453125,0.89581298828125,0.27728271484375,0.0081787109375,0.3238525390625,37.05618382183329,-9.493994779955674,31.158125840960366
-131,34,445,-115,-259,202,14673,4538,104,5316,-0.00799560546875,0.0020751953125,0.02716064453125,-0.00701904296875,-0.01580810546875,0.0123291015625,0.89556884765625,0.2769775390625,0.00634765625,0.324462890625,37.086953047073074,-9.69296440550346,31.059342961062033
-98,39,449,-8,-253,182,14667,4542,78,5324,-0.0059814453125,0.00238037109375,0.02740478515625,-0.00048828125,-0.01544189453125,0.0111083984375,0.89520263671875,0.2772216796875,0.0047607421875,0.324951171875,37.10486549997655,-9.883381321813555,31.033198857287417
-90,50,459,87,-243,161,14659,4554,57,5331,-0.0054931640625,0.0030517578125,0.02801513671875,0.00531005859375,-0.01483154296875,0.00982666015625,0.89471435546875,0.2779541015625,0.00347900390625,0.32537841796875,37.1189015696727,-10.058587817849698,31.074117687581396
-84,61,467,187,-233,141,14649,4574,40,5336,-0.005126953125,0.00372314453125,0.02850341796875,0.01141357421875,-0.01422119140625,0.00860595703125,0.89410400390625,0.2791748046875,0.00244140625,0.32568359375,37.12055438886912,-10.222985891195384,31.18137764806757
-83,85,483,289,-225,123,14637,4603,28,5340,-0.00506591796875,0.00518798828125,0.02947998046875,0.01763916015625,-0.01373291015625,0.00750732421875,0.89337158203125,0.28094482421875,0.001708984375,0.325927734375,37.11652996798555,-10.37453051282759,31.362490654290276
-63,113,488,415,-236,113,14622,4643,19,5343,-0.00384521484375,0.00689697265625,0.02978515625,0.02532958984375,-0.014404296875,0.00689697265625,0.8924560546875,0.28338623046875,0.00115966796875,0.32611083984375,37.102853988259554,-10.530606449657194,31.628292488633615
-41,137,492,509,-225,110,14604,4690,14,5346,-0.00250244140625,0.00836181640625,0.030029296875,0.03106689453125,-0.01373291015625,0.0067138671875,0.891357421875,0.2862548828125,0.0008544921875,0.3262939453125,37.092345531904556,-10.67764135030528,31.95336199682033
-32,157,499,594,-215,118,14583,4744,13,5349,-0.001953125,0.00958251953125,0.03045654296875,0.0362548828125,-0.01312255859375,0.0072021484375,0.89007568359375,0.28955078125,0.00079345703125,0.32647705078125,37.08483976757362,-10.815724846961794,32.337769988315756
-27,166,502,668,-207,125,14560,4805,14,5353,-0.00164794921875,0.0101318359375,0.0306396484375,0.040771484375,-0.01263427734375,0.00762939453125,0.888671875,0.29327392578125,0.0008544921875,0.32672119140625,37.08137153330505,-10.959722360074041,32.77461946666812
-22,174,498,760,-200,136,14533,4873,19,5358,-0.0013427734375,0.0106201171875,0.0303955078125,0.04638671875,-0.01220703125,0.00830078125,0.88702392578125,0.29742431640625,0.00115966796875,0.3270263671875,37.08911403792381,-11.097192389583226,33.27133356442622
-17,180,490,824,-195,143,14504,4947,26,5364,-0.00103759765625,0.010986328125,0.0299072265625,0.05029296875,-0.01190185546875,0.00872802734375,0.88525390625,0.30194091796875,0.0015869140625,0.327392578125,37.10175575088481,-11.238694264596829,33.81396721925648
-13,185,481,883,-187,156,14473,5025,35,5371,-0.00079345703125,0.01129150390625,0.02935791015625,0.05389404296875,-0.01141357421875,0.009521484375,0.88336181640625,0.30670166015625,0.00213623046875,0.32781982421875,37.1217428533998,-11.37979489582079,34.38937691827187
-13,186,472,932,-177,166,14440,5107,46,5379,-0.00079345703125,0.0113525390625,0.02880859375,0.056884765625,-0.01080322265625,0.0101318359375,0.88134765625,0.31170654296875,0.0028076171875,0.32830810546875,37.148964725029394,-11.520737646978375,34.99756048684548
-17,186,460,968,-166,174,14405,5191,59,5388,-0.00103759765625,0.0113525390625,0.028076171875,0.05908203125,-0.0101318359375,0.0106201171875,0.87921142578125,0.31683349609375,0.00360107421875,0.328857421875,37.186056438439515,-11.657090230475802,35.62541336688407
-29,184,451,991,-148,177,14368,5277,74,5398,-0.00177001953125,0.01123046875,0.02752685546875,0.06048583984375,-0.009033203125,0.01080322265625,0.876953125,0.32208251953125,0.0045166015625,0.3294677734375,37.233027517640515,-11.78910572991055,36.272962830130645
-45,179,444,993,-136,172,14331,5362,90,5407,-0.00274658203125,0.01092529296875,0.027099609375,0.06060791015625,-0.00830078125,0.010498046875,0.87469482421875,0.3272705078125,0.0054931640625,0.33001708984375,37.27524639363459,-11.911468158609031,36.917670398956396
-61,175,436,986,-120,166,14294,5446,108,5416,-0.00372314453125,0.01068115234375,0.026611328125,0.0601806640625,-0.00732421875,0.0101318359375,0.8724365234375,0.3323974609375,0.006591796875,0.33056640625,37.32137049385014,-12.02022866488362,37.56006941056915
-77,172,429,970,-108,159,14257,5528,126,5424,-0.00469970703125,0.010498046875,0.02618408203125,0.0592041015625,-0.006591796875,0.00970458984375,0.87017822265625,0.33740234375,0.0076904296875,0.3310546875,37.36260280383364,-12.12312381097972,38.19117225715917
-95,164,419,947,-87,148,14221,5607,146,5432,-0.00579833984375,0.010009765625,0.02557373046875,0.05780029296875,-0.00531005859375,0.009033203125,0.86798095703125,0.34222412109375,0.0089111328125,0.33154296875,37.40916554461671,-12.20761002700777,38.8049009899045
-108,160,409,932,-74,138,14185,5684,167,5439,-0.006591796875,0.009765625,0.02496337890625,0.056884765625,-0.0045166015625,0.0084228515625,0.86578369140625,0.346923828125,0.01019287109375,0.33197021484375,37.45330108754154,-12.279870548094513,39.409279718731185
-113,157,398,919,-64,131,14150,5760,188,5446,-0.00689697265625,0.00958251953125,0.0242919921875,0.05609130859375,-0.00390625,0.00799560546875,0.8636474609375,0.3515625,0.011474609375,0.3323974609375,37.49620624611257,-12.350820678087565,40.00534272729937
-117,154,384,911,-51,125,14114,5835,211,5453,-0.00714111328125,0.0093994140625,0.0234375,0.05560302734375,-0.00311279296875,0.00762939453125,0.8614501953125,0.35614013671875,0.01287841796875,0.33282470703125,37.5460032450924,-12.408266797815852,40.60105412951825
-114,150,365,909,-36,120,14078,5909,235,5459,-0.0069580078125,0.0091552734375,0.02227783203125,0.05548095703125,-0.002197265625,0.00732421875,0.8592529296875,0.36065673828125,0.01434326171875,0.33319091796875,37.5923741382794,-12.45578356520246,41.193940621630176
-109,149,352,911,-23,118,14042,5982,260,5465,-0.00665283203125,0.00909423828125,0.021484375,0.05560302734375,-0.00140380859375,0.0072021484375,0.8570556640625,0.3651123046875,0.015869140625,0.33355712890625,37.64194055365299,-12.495923435656486,41.782483897090465
-102,148,341,909,-10,115,14006,6055,286,5472,-0.0062255859375,0.009033203125,0.02081298828125,0.05548095703125,-0.0006103515625,0.00701904296875,0.8548583984375,0.36956787109375,0.0174560546875,0.333984375,37.699728123613774,-12.533762725871837,42.3715627517582
-95,147,331,901,3,110,13970,6126,313,5479,-0.00579833984375,0.00897216796875,0.02020263671875,0.05499267578125,0.00018310546875,0.0067138671875,0.8526611328125,0.3739013671875,0.01910400390625,0.33441162109375,37.762486733436305,-12.561970677511631,42.94977859532502
-84,143,319,888,18,95,13934,6195,342,5485,-0.005126953125,0.00872802734375,0.01947021484375,0.05419921875,0.0010986328125,0.00579833984375,0.8504638671875,0.37811279296875,0.0208740234375,0.33477783203125,37.82623208358422,-12.571768963138203,43.52061610153694
-60,138,305,876,41,69,13900,6262,373,5489,-0.003662109375,0.0084228515625,0.01861572265625,0.053466796875,0.00250244140625,0.00421142578125,0.848388671875,0.3822021484375,0.02276611328125,0.33502197265625,37.88106806151962,-12.56007868001764,44.081083681708776
-41,138,290,873,59,44,13866,6329,406,5492,-0.00250244140625,0.0084228515625,0.0177001953125,0.05328369140625,0.00360107421875,0.002685546875,0.8463134765625,0.38629150390625,0.0247802734375,0.335205078125,37.934290376541824,-12.534649589305461,44.646972580967486
-20,140,275,881,82,20,13832,6395,442,5494,-0.001220703125,0.008544921875,0.01678466796875,0.05377197265625,0.0050048828125,0.001220703125,0.84423828125,0.39031982421875,0.0269775390625,0.3353271484375,37.99009967636702,-12.487037030474765,45.21373686869909
-10,147,263,899,105,-3,13797,6461,481,5495,-0.0006103515625,0.00897216796875,0.01605224609375,0.05487060546875,0.00640869140625,-0.00018310546875,0.84210205078125,0.39434814453125,0.02935791015625,0.33538818359375,38.04909226161545,-12.419910006798972,45.79016307147473
-4,158,264,924,123,-23,13762,6529,523,5494,-0.000244140625,0.0096435546875,0.01611328125,0.056396484375,0.00750732421875,-0.00140380859375,0.8399658203125,0.39849853515625,0.03192138671875,0.3353271484375,38.10011839124491,-12.335106605859837,46.388209364238875
-6,179,268,955,148,-51,13726,6598,569,5492,-0.0003662109375,0.01092529296875,0.016357421875,0.05828857421875,0.009033203125,-0.00311279296875,0.8377685546875,0.4027099609375,0.03472900390625,0.335205078125,38.155836152246806,-12.22733672565925,47.004124405281964
-12,198,275,973,164,-69,13689,6668,618,5489,-0.000732421875,0.0120849609375,0.01678466796875,0.05938720703125,0.010009765625,-0.00421142578125,0.83551025390625,0.406982421875,0.0377197265625,0.33502197265625,38.21416428048796,-12.102760436476755,47.63604596957773
-20,218,284,980,177,-87,13653,6738,669,5484,-0.001220703125,0.0133056640625,0.017333984375,0.059814453125,0.01080322265625,-0.00531005859375,0.83331298828125,0.4112548828125,0.04083251953125,0.334716796875,38.26450458677981,-11.961553910393304,48.27234449126049
-35,235,300,983,182,-105,13617,6808,722,5478,-0.00213623046875,0.01434326171875,0.018310546875,0.05999755859375,0.0111083984375,-0.00640869140625,0.83111572265625,0.41552734375,0.0440673828125,0.3343505859375,38.3153253190702,-11.80687068392607,48.91382928139305
-52,253,301,970,187,-131,13581,6876,775,5469,-0.003173828125,0.01544189453125,0.01837158203125,0.0592041015625,0.01141357421875,-0.00799560546875,0.82891845703125,0.419677734375,0.04730224609375,0.33380126953125,38.352369991493696,-11.63981085816545,49.54748313700981
-63,262,317,957,187,-151,13545,6943,829,5459,-0.00384521484375,0.0159912109375,0.01934814453125,0.05841064453125,0.01141357421875,-0.00921630859375,0.82672119140625,0.42376708984375,0.05059814453125,0.33319091796875,38.389337770103054,-11.462677848933891,50.17822830354779
-74,270,330,947,179,-172,13511,7009,883,5447,-0.0045166015625,0.0164794921875,0.0201416015625,0.05780029296875,0.01092529296875,-0.010498046875,0.82464599609375,0.42779541015625,0.05389404296875,0.33245849609375,38.41377524464904,-11.277522272922234,50.800487263025154
-81,275,327,940,169,-189,13477,7075,937,5433,-0.00494384765625,0.01678466796875,0.01995849609375,0.057373046875,0.01031494140625,-0.01153564453125,0.82257080078125,0.43182373046875,0.05718994140625,0.33160400390625,38.42785307812276,-11.087238848188592,51.425750886510166
-90,281,320,937,161,-212,13444,7140,990,5417,-0.0054931640625,0.01715087890625,0.01953125,0.05718994140625,0.00982666015625,-0.012939453125,0.820556640625,0.435791015625,0.0604248046875,0.33062744140625,38.42871410272418,-10.894722106924315,52.04319281249508
-100,287,319,937,154,-228,13410,7205,1043,5398,-0.006103515625,0.01751708984375,0.01947021484375,0.05718994140625,0.0093994140625,-0.013916015625,0.8184814453125,0.43975830078125,0.06365966796875,0.3294677734375,38.41502578209644,-10.694008567115024,52.66798594093676
-110,294,320,942,141,-241,13377,7271,1096,5378,-0.0067138671875,0.0179443359375,0.01953125,0.0574951171875,0.00860595703125,-0.01470947265625,0.81646728515625,0.44378662109375,0.06689453125,0.3282470703125,38.3939844457566,-10.492622811780771,53.29741672712563
-122,303,317,945,125,-253,13343,7337,1149,5355,-0.0074462890625,0.01849365234375,0.01934814453125,0.05767822265625,0.00762939453125,-0.01544189453125,0.81439208984375,0.44781494140625,0.07012939453125,0.32684326171875,38.358659512070886,-10.28268911398595,53.93415495316419
-132,312,311,942,110,-261,13310,7403,1201,5331,-0.008056640625,0.01904296875,0.01898193359375,0.0574951171875,0.0067138671875,-0.01593017578125,0.8123779296875,0.45184326171875,0.07330322265625,0.32537841796875,38.314909932092576,-10.075181094293628,54.56737562785291
-141,326,307,934,92,-269,13277,7469,1252,5306,-0.00860595703125,0.0198974609375,0.01873779296875,0.0570068359375,0.005615234375,-0.01641845703125,0.81036376953125,0.45587158203125,0.076416015625,0.3238525390625,38.26451026289343,-9.870437512384155,55.19990437434906
-141,335,310,934,77,-274,13244,7535,1301,5279,-0.00860595703125,0.02044677734375,0.0189208984375,0.0570068359375,0.00469970703125,-0.0167236328125,0.808349609375,0.45989990234375,0.07940673828125,0.32220458984375,38.1983480042134,-9.670794157119955,55.83154649590867
-143,335,288,932,61,-276,13211,7601,1349,5252,-0.00872802734375,0.02044677734375,0.017578125,0.056884765625,0.00372314453125,-0.016845703125,0.80633544921875,0.46392822265625,0.08233642578125,0.320556640625,38.13146721227466,-9.476844043522831,56.46086269890983
-148,331,260,911,54,-276,13178,7666,1396,5224,-0.009033203125,0.02020263671875,0.015869140625,0.05560302734375,0.0032958984375,-0.016845703125,0.8043212890625,0.4678955078125,0.085205078125,0.31884765625,38.059338854735984,-9.282956313862853,57.083421885927685
-150,330,248,878,44,-276,13146,7729,1442,5196,-0.0091552734375,0.0201416015625,0.01513671875,0.0535888671875,0.002685546875,-0.016845703125,0.8023681640625,0.47174072265625,0.0880126953125,0.317138671875,37.987763630367716,-9.089509947258733,57.68854624286471
-147,330,248,858,36,-276,13115,7790,1486,5167,-0.00897216796875,0.0201416015625,0.01513671875,0.0523681640625,0.002197265625,-0.016845703125,0.80047607421875,0.4754638671875,0.0906982421875,0.31536865234375,37.90751363223708,-8.89877436057746,58.2760808103816
-137,330,248,847,26,-279,13084,7850,1529,5137,-0.00836181640625,0.0201416015625,0.01513671875,0.05169677734375,0.0015869140625,-0.01702880859375,0.798583984375,0.4791259765625,0.09332275390625,0.31353759765625,37.82177271734361,-8.707829787851786,58.85695215954288
-122,336,257,852,15,-282,13053,7910,1571,5107,-0.0074462890625,0.0205078125,0.01568603515625,0.052001953125,0.00091552734375,-0.0172119140625,0.79669189453125,0.4827880859375,0.09588623046875,0.31170654296875,37.7348593144574,-8.522213795228888,59.43557245344649
-123,321,210,847,5,-284,13021,7971,1613,5076,-0.00750732421875,0.01959228515625,0.0128173828125,0.05169677734375,0.00030517578125,-0.017333984375,0.79473876953125,0.48651123046875,0.09844970703125,0.309814453125,37.6441234236878,-8.335705465082512,60.02445598037666
-126,323,198,817,5,-287,12991,8029,1654,5044,-0.0076904296875,0.01971435546875,0.0120849609375,0.04986572265625,0.00030517578125,-0.01751708984375,0.79290771484375,0.49005126953125,0.1009521484375,0.307861328125,37.54749517757663,-8.142999891029671,60.588374325288626
-131,327,195,796,0,-289,12961,8085,1694,5012,-0.00799560546875,0.01995849609375,0.01190185546875,0.048583984375,0.0,-0.01763916015625,0.79107666015625,0.49346923828125,0.1033935546875,0.305908203125,37.45272668743546,-7.951113298346103,61.13820778340062
-125,348,220,781,-5,-297,12932,8140,1733,4980,-0.00762939453125,0.021240234375,0.013427734375,0.04766845703125,-0.00030517578125,-0.01812744140625,0.789306640625,0.496826171875,0.10577392578125,0.303955078125,37.356403290735535,-7.761485233510679,61.67662613597212
-126,335,192,781,-26,-302,12903,8195,1771,4946,-0.0076904296875,0.02044677734375,0.01171875,0.04766845703125,-0.0015869140625,-0.0184326171875,0.78753662109375,0.50018310546875,0.10809326171875,0.3018798828125,37.246843953376576,-7.569899280022725,62.21597106029531
-120,353,177,740,-28,-310,12876,8248,1808,4911,-0.00732421875,0.02154541015625,0.01080322265625,0.045166015625,-0.001708984375,-0.0189208984375,0.785888671875,0.50341796875,0.1103515625,0.29974365234375,37.1296435544204,-7.373943277832762,62.73615189173835
-115,367,188,719,-36,-307,12850,8299,1843,4876,-0.00701904296875,0.02239990234375,0.011474609375,0.04388427734375,-0.002197265625,-0.01873779296875,0.7843017578125,0.50653076171875,0.11248779296875,0.297607421875,37.00889449148451,-7.183405339340819,63.237242061634554
-110,371,180,707,-44,-302,12824,8349,1877,4842,-0.0067138671875,0.02264404296875,0.010986328125,0.04315185546875,-0.002685546875,-0.0184326171875,0.78271484375,0.50958251953125,0.11456298828125,0.2955322265625,36.89382673521286,-6.999218786914981,63.728697188629376
-93,409,271,709,-61,-289,12798,8398,1909,4808,-0.00567626953125,0.02496337890625,0.01654052734375,0.04327392578125,-0.00372314453125,-0.01763916015625,0.7811279296875,0.5125732421875,0.11651611328125,0.29345703125,36.775009670372135,-6.823340603977956,64.21045502604302
-93,420,286,835,-172,-264,12766,8460,1935,4769,-0.00567626953125,0.025634765625,0.0174560546875,0.05096435546875,-0.010498046875,-0.01611328125,0.7791748046875,0.516357421875,0.11810302734375,0.29107666015625,36.5977279600486,-6.693229806327154,64.78573238967192
-99,401,179,855,-197,-248,12733,8526,1959,4729,-0.00604248046875,0.02447509765625,0.01092529296875,0.05218505859375,-0.01202392578125,-0.01513671875,0.77716064453125,0.5203857421875,0.11956787109375,0.28863525390625,36.40445350535772,-6.578042671357905,65.38537523049068
-106,393,105,799,-174,-236,12701,8588,1983,4692,-0.0064697265625,0.02398681640625,0.00640869140625,0.04876708984375,-0.0106201171875,-0.014404296875,0.77520751953125,0.524169921875,0.12103271484375,0.286376953125,36.23424586064542,-6.463453195443277,65.95326021869266
-114,398,161,727,-146,-228,12672,8643,2007,4657,-0.0069580078125,0.0242919921875,0.00982666015625,0.04437255859375,-0.0089111328125,-0.013916015625,0.7734375,0.52752685546875,0.12249755859375,0.28424072265625,36.0825646275108,-6.338421495039835,66.46659919943718
-141,367,193,701,-166,-236,12644,8695,2028,4620,-0.00860595703125,0.02239990234375,0.01177978515625,0.04278564453125,-0.0101318359375,-0.014404296875,0.771728515625,0.53070068359375,0.123779296875,0.281982421875,35.91267782191166,-6.214359214082283,66.95687158199817
-145,361,177,666,-174,-253,12618,8745,2048,4582,-0.00885009765625,0.02203369140625,0.01080322265625,0.0406494140625,-0.0106201171875,-0.01544189453125,0.7701416015625,0.53375244140625,0.125,0.2796630859375,35.73433031121005,-6.0851474367247285,67.42792091862226
-146,356,162,617,-172,-276,12596,8791,2068,4543,-0.0089111328125,0.021728515625,0.0098876953125,0.03765869140625,-0.010498046875,-0.016845703125,0.768798828125,0.53656005859375,0.126220703125,0.27728271484375,35.55104906253157,-5.939657647492081,67.86249466552219
-158,356,153,558,-156,-300,12576,8831,2089,4504,-0.0096435546875,0.021728515625,0.00933837890625,0.0340576171875,-0.009521484375,-0.018310546875,0.767578125,0.53900146484375,0.12750244140625,0.27490234375,35.378520044983624,-5.774261327092654,68.25656881722789
-165,369,167,479,-128,-325,12561,8864,2112,4466,-0.01007080078125,0.02252197265625,0.01019287109375,0.02923583984375,-0.0078125,-0.01983642578125,0.76666259765625,0.541015625,0.12890625,0.2725830078125,35.22286114212268,-5.5830302904147295,68.59340464429225
-164,388,182,438,-113,-338,12548,8893,2135,4428,-0.010009765625,0.023681640625,0.0111083984375,0.0267333984375,-0.00689697265625,-0.0206298828125,0.765869140625,0.54278564453125,0.13031005859375,0.270263671875,35.07117054022614,-5.381656649492388,68.89948708737468
-163,413,192,404,-102,-343,12537,8919,2158,4390,-0.00994873046875,0.02520751953125,0.01171875,0.024658203125,-0.0062255859375,-0.02093505859375,0.76519775390625,0.54437255859375,0.1317138671875,0.2679443359375,34.921874660866166,-5.1721661641320695,69.1804778405839
-166,435,203,384,-92,-346,12527,8944,2182,4353,-0.0101318359375,0.02655029296875,0.01239013671875,0.0234375,-0.005615234375,-0.0211181640625,0.76458740234375,0.5458984375,0.1331787109375,0.26568603515625,34.78297840685572,-4.957780485591675,69.45154379306938
-170,458,215,376,-87,-343,12518,8968,2206,4316,-0.0103759765625,0.0279541015625,0.01312255859375,0.02294921875,-0.00531005859375,-0.02093505859375,0.7640380859375,0.54736328125,0.1346435546875,0.263427734375,34.64504164635211,-4.740083809299617,69.71256628126999
-175,489,229,379,-87,-333,12508,8992,2229,4280,-0.01068115234375,0.02984619140625,0.01397705078125,0.02313232421875,-0.00531005859375,-0.02032470703125,0.763427734375,0.548828125,0.13604736328125,0.26123046875,34.51153261683118,-4.532041896283041,69.97378839926519
-179,508,237,392,-90,-320,12497,9018,2252,4245,-0.01092529296875,0.031005859375,0.01446533203125,0.02392578125,-0.0054931640625,-0.01953125,0.76275634765625,0.5504150390625,0.137451171875,0.25909423828125,34.38335256196579,-4.3319755532099204,70.24808687436774
-182,524,243,407,-92,-307,12485,9045,2274,4210,-0.0111083984375,0.031982421875,0.01483154296875,0.02484130859375,-0.005615234375,-0.01873779296875,0.76202392578125,0.55206298828125,0.1387939453125,0.2569580078125,34.25248633612302,-4.139518907841599,70.52973867155599
-183,536,248,425,-97,-292,12472,9073,2296,4176,-0.01116943359375,0.03271484375,0.01513671875,0.02593994140625,-0.00592041015625,-0.017822265625,0.76123046875,0.55377197265625,0.14013671875,0.2548828125,34.12836788562309,-3.9531775640032305,70.81892887486819
-182,549,250,453,-105,-274,12454,9103,2315,4142,-0.0111083984375,0.03350830078125,0.0152587890625,0.02764892578125,-0.00640869140625,-0.0167236328125,0.7601318359375,0.55560302734375,0.14129638671875,0.2528076171875,33.99854962091809,-3.790794770065572,71.13359735231657
